0,0,0,0,0,0.464566929,0.503937008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.42519685,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0.401574803,0,0.503937008,0,0,0.456692913,0.527559055,0,0,0,0.448818898,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.559055118,0,0,0.433070866,0.606299213,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.456692913,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0.346456693,0.354330709,0,0,3
0.464566929,0,0.496062992,0.503937008,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.503937008,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.448818898,0,0.433070866,0.527559055,0,0.480314961,0.433070866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.480314961,0.488188976,0,0.480314961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.472440945,0,0,0,0.511811024,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.488188976,0,0,0.464566929,0.590551181,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.488188976,0,0.472440945,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0.488188976,0,0,0,0,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.456692913,0,0.519685039,0.488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.433070866,0,0,0,0,0.464566929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.488188976,0,0,0,0.511811024,0,0,0,0.511811024,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.456692913,0,0,0,0.527559055,0,0,0,0.519685039,0,0,0,0,0,0,0,0,0,0,0,3
0,0.456692913,0,0.527559055,0,0,0,0.559055118,0,0,0,0.472440945,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.527559055,0,0,0.496062992,0.559055118,0.488188976,0,0.307086614,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.456692913,0,0,0.496062992,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.448818898,0,0.464566929,0.496062992,0,0.480314961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.464566929,0,0.480314961,0.456692913,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.417322835,0,0.527559055,0,0,0,0.622047244,0,0,0,0.42519685,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0.496062992,0,0,0.480314961,0,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0.472440945,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.511811024,0,0,0,0.614173228,0,0,0,0.448818898,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0.456692913,0.472440945,0,0,0,0,0,0,0,0,0.433070866,0,0,0,0,0,0,0,2
0,0,0,0.496062992,0,0,0.519685039,0.614173228,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.440944882,0,0.448818898,0.496062992,0,0.480314961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.511811024,0,0.488188976,0,0,0,0.527559055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.488188976,0,0,0.503937008,0.57480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.409448819,0.503937008,0,0.57480315,0,0,0,0.582677165,0,0,0,0.535433071,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.401574803,0,0,0.511811024,0.551181102,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.456692913,0.472440945,0,0,0,0.393700787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.488188976,0,0.480314961,0,0,0,0.488188976,0,0,0,0,0,0,0,0,0,0,0.346456693,0,0,0,0,3
0,0,0,0.448818898,0,0,0,0.527559055,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.480314961,0.440944882,0.440944882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.511811024,0.496062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.496062992,0,0,0,0,0.480314961,0.456692913,0,0,0,0,0,0,0,0,0.433070866,0,0,0,0,0,0,0,2
0.440944882,0,0.448818898,0,0,0.456692913,0.511811024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.456692913,0,0,0.519685039,0.559055118,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.472440945,0,0,0,0,0.456692913,0.503937008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.464566929,0,0,0,0.472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.472440945,0,0,0.472440945,0.559055118,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.440944882,0,0.456692913,0,0,0.448818898,0.519685039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.472440945,0,0,0,0.42519685,0.42519685,0,0,0,0,0,0,0,0,0,0,0,3
0,0.464566929,0,0.503937008,0,0,0,0.535433071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.472440945,0,0,0.464566929,0.535433071,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.440944882,0.480314961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.464566929,0,0.464566929,0.503937008,0.417322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.307086614,0.440944882,0,0.472440945,0,0,0,0.535433071,0,0,0,0.456692913,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.456692913,0.57480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.464566929,0,0,0,0.503937008,0,0,0,0.362204724,0,0,0,0,0,0,0,0,0,0,0,3
0.472440945,0.433070866,0.480314961,0.511811024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.433070866,0,0,0.472440945,0.527559055,0.448818898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.511811024,0,0,0.543307087,0.598425197,0.496062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.417322835,0,0,0.496062992,0.433070866,0.417322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.519685039,0,0.543307087,0,0,0,0.543307087,0,0,0,0.496062992,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.464566929,0,0,0.519685039,0.543307087,0.456692913,0,0,0,0.346456693,0,0,0,0,0,0,0,0,0,0,0
0,0,0.543307087,0,0,0.496062992,0.464566929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.472440945,0,0,0.464566929,0.559055118,0.456692913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.480314961,0,0.488188976,0,0,0,0.527559055,0,0,0,0.519685039,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.448818898,0,0,0.527559055,0.559055118,0.464566929,0,0,0.338582677,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.503937008,0,0,0,0.519685039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
