-73,-64,-127,-127,-56,-56,-127,-127,-127,-127,-127,-127,-127,-127,5
-72,-66,-127,-127,-69,-53,-81,-127,-127,-127,-127,-127,-127,-127,3
-69,-76,-127,-127,-127,-70,-127,-127,-127,-127,-127,-127,-127,-127,2
-127,-71,-127,-127,-66,-63,-127,-127,-127,-127,-127,-127,-127,-127,4
-66,-78,-72,-69,-77,-62,-127,-127,-127,-127,-127,-127,-127,-127,0
-64,-77,-127,-127,-70,-73,-127,-127,-127,-127,-127,-127,-127,-127,2
-66,-57,-127,-78,-72,-41,-127,-127,-127,-127,-127,-127,-127,-127,4
-127,-66,-127,-127,-55,-58,-127,-127,-127,-127,-127,-127,-127,-127,5
-67,-61,-73,-73,-67,-46,-127,-127,-127,-127,-127,-127,-127,-127,3
-127,-71,-127,-127,-64,-65,-127,-127,-127,-127,-127,-127,-127,-127,5
-55,-74,-72,-127,-127,-48,-127,-127,-127,-127,-127,-127,-127,-127,1
-57,-68,-71,-77,-75,-57,-127,-127,-127,-127,-127,-127,-127,-127,1
-127,-71,-127,-127,-69,-71,-127,-127,-127,-127,-127,-127,-127,-127,6
-72,-67,-127,-127,-66,-60,-127,-127,-127,-127,-127,-127,-127,-127,6
-69,-71,-127,-127,-127,-60,-127,-127,-127,-127,-127,-127,-127,-127,2
-66,-68,-127,-127,-71,-45,-127,-77,-127,-127,-127,-127,-127,-127,4
-58,-70,-73,-65,-71,-52,-127,-127,-127,-127,-127,-127,-127,-127,0
-66,-75,-67,-67,-69,-63,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-68,-127,-81,-70,-61,-127,-127,-127,-127,-127,-127,-127,-127,5
-63,-69,-127,-127,-127,-52,-127,-127,-127,-127,-127,-127,-127,-127,4
-77,-76,-127,-127,-72,-65,-127,-127,-127,-127,-127,-127,-127,-127,5
-127,-58,-127,-127,-53,-58,-127,-127,-127,-127,-127,-127,-127,-127,5
-67,-71,-127,-83,-70,-71,-127,-127,-127,-127,-127,-127,-127,-127,2
-64,-76,-77,-71,-68,-52,-127,-127,-127,-127,-127,-127,-127,-127,3
-68,-65,-127,-78,-76,-62,-127,-127,-127,-127,-127,-127,-127,-127,4
-75,-69,-127,-127,-58,-71,-80,-127,-127,-127,-127,-127,-127,-127,5
-127,-76,-127,-127,-71,-63,-127,-127,-127,-127,-127,-127,-127,-127,7
-60,-67,-72,-64,-73,-47,-127,-127,-127,-127,-127,-127,-127,-127,0
-76,-69,-127,-127,-65,-62,-127,-127,-127,-127,-127,-127,-127,-127,6
-77,-69,-127,-127,-59,-51,-77,-127,-127,-127,-127,-77,-127,-127,6
-71,-62,-127,-127,-62,-65,-127,-127,-127,-127,-127,-127,-127,-127,6
-79,-64,-127,-127,-74,-57,-127,-127,-127,-127,-127,-127,-127,-127,3
-127,-76,-127,-127,-66,-70,-127,-127,-127,-127,-78,-127,-75,-127,7
-76,-69,-127,-127,-66,-61,-127,-127,-127,-127,-127,-127,-127,-127,6
-127,-71,-127,-127,-73,-67,-127,-75,-127,-127,-127,-81,-78,-127,7
-127,-75,-127,-127,-65,-61,-127,-127,-127,-127,-127,-127,-127,-127,5
-75,-64,-127,-127,-72,-63,-127,-127,-79,-127,-127,-127,-127,-127,4
-127,-71,-127,-127,-69,-62,-127,-127,-127,-127,-127,-127,-127,-127,3
-65,-63,-127,-72,-127,-71,-127,-127,-127,-127,-127,-127,-127,-127,3
-74,-53,-127,-78,-69,-54,-127,-127,-127,-127,-127,-127,-127,-127,4
-72,-70,-127,-127,-127,-63,-127,-79,-127,-127,-127,-127,-127,-127,4
-72,-61,-127,-127,-70,-50,-127,-127,-78,-127,-127,-127,-127,-127,4
-65,-72,-74,-67,-127,-53,-127,-127,-127,-127,-127,-127,-127,-127,0
-70,-69,-74,-127,-66,-38,-127,-127,-127,-127,-127,-127,-127,-127,4
-76,-68,-127,-127,-76,-56,-127,-127,-127,-127,-127,-127,-127,-127,3
-56,-127,-67,-73,-73,-45,-127,-127,-127,-127,-127,-127,-127,-127,1
-56,-127,-71,-67,-127,-68,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-69,-127,-127,-67,-70,-127,-127,-127,-127,-127,-127,-127,-127,5
-127,-67,-127,-127,-59,-57,-127,-127,-127,-127,-127,-127,-127,-127,6
-65,-66,-74,-76,-69,-49,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-76,-127,-127,-71,-71,-127,-127,-127,-127,-127,-127,-127,-127,7
-127,-66,-127,-127,-50,-59,-76,-127,-127,-127,-127,-127,-127,-127,5
-127,-60,-127,-127,-76,-60,-127,-127,-127,-127,-127,-127,-127,-127,2
-77,-68,-127,-127,-65,-51,-127,-127,-127,-127,-127,-127,-127,-127,4
-61,-65,-70,-69,-66,-53,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-65,-127,-127,-59,-57,-77,-127,-127,-127,-127,-127,-127,-127,5
-66,-60,-81,-76,-58,-54,-127,-127,-127,-127,-127,-127,-127,-127,4
-72,-65,-127,-127,-72,-53,-127,-127,-127,-127,-127,-127,-127,-127,2
-127,-71,-127,-127,-67,-61,-127,-127,-127,-127,-127,-127,-127,-127,5
-65,-62,-127,-127,-74,-59,-127,-127,-127,-127,-127,-127,-127,-127,4
-127,-70,-127,-127,-64,-60,-127,-127,-127,-127,-127,-127,-127,-127,3
-54,-74,-75,-76,-68,-67,-127,-127,-127,-127,-127,-127,-127,-127,1
-78,-71,-127,-127,-63,-72,-127,-72,-127,-127,-127,-127,-127,-127,7
-127,-68,-127,-127,-56,-60,-127,-127,-127,-127,-127,-127,-127,-127,5
-73,-73,-127,-127,-66,-67,-127,-127,-127,-127,-127,-127,-127,-127,3
-53,-64,-69,-76,-127,-45,-127,-127,-127,-127,-127,-127,-127,-127,1
-49,-74,-75,-127,-127,-64,-127,-127,-127,-127,-127,-127,-127,-127,1
-59,-75,-69,-84,-79,-56,-127,-127,-127,-127,-127,-127,-127,-127,1
-61,-127,-70,-72,-127,-54,-127,-127,-127,-127,-127,-127,-127,-127,1
-127,-77,-127,-127,-62,-69,-127,-127,-127,-127,-127,-127,-127,-127,5
-82,-72,-127,-127,-67,-72,-127,-74,-127,-127,-127,-127,-127,-127,7
-127,-70,-127,-127,-70,-50,-127,-127,-127,-127,-127,-127,-127,-127,2
-55,-74,-70,-71,-75,-50,-127,-127,-127,-127,-127,-127,-127,-127,0
-65,-73,-127,-127,-72,-57,-127,-127,-127,-127,-127,-127,-127,-127,2
-71,-65,-127,-74,-69,-51,-127,-127,-127,-127,-127,-127,-127,-127,3
-77,-64,-127,-127,-59,-66,-127,-127,-127,-79,-127,-127,-127,-127,4
-63,-73,-67,-76,-68,-47,-127,-127,-127,-127,-127,-127,-127,-127,1
-74,-74,-71,-75,-127,-60,-127,-127,-127,-127,-127,-127,-127,-127,1
-68,-71,-65,-75,-74,-57,-127,-127,-127,-127,-127,-127,-127,-127,1
-58,-73,-70,-67,-127,-59,-127,-127,-127,-127,-127,-127,-127,-127,0
-57,-71,-75,-66,-76,-46,-127,-127,-127,-127,-127,-127,-127,-127,0
-73,-71,-127,-127,-127,-60,-127,-127,-127,-127,-127,-127,-127,-127,2
-72,-56,-127,-78,-62,-56,-80,-127,-127,-127,-127,-127,-127,-127,4
-66,-70,-75,-127,-71,-49,-127,-127,-127,-127,-127,-127,-127,-127,2
-127,-78,-127,-127,-69,-63,-127,-75,-127,-127,-127,-127,-127,-127,7
-57,-69,-71,-71,-71,-65,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-66,-127,-127,-61,-67,-127,-127,-127,-127,-127,-127,-127,-127,5
-69,-66,-127,-127,-72,-55,-127,-127,-127,-127,-127,-127,-127,-127,2
-74,-68,-127,-127,-59,-64,-127,-127,-127,-127,-127,-127,-127,-127,6
-66,-127,-73,-61,-127,-47,-127,-127,-127,-127,-127,-127,-127,-127,0
-127,-65,-127,-127,-68,-45,-127,-127,-127,-127,-127,-127,-127,-127,3
-68,-67,-127,-74,-71,-60,-127,-127,-127,-127,-127,-127,-127,-127,2
-69,-66,-127,-127,-71,-60,-127,-127,-79,-127,-127,-127,-127,-127,4
-64,-127,-71,-58,-69,-53,-127,-127,-127,-127,-127,-127,-127,-127,0
-66,-75,-80,-127,-72,-72,-127,-127,-127,-127,-127,-127,-127,-127,2
-72,-68,-127,-80,-75,-70,-127,-127,-127,-127,-127,-127,-127,-127,2
