42
9,0,38
9,1,37
8,2,36
8,3,39
8,4,40
8,5,1
8,6,2
8,7,3
8,8,4
8,9,5
7,2,35
7,4,41
7,6,0
7,9,6
6,2,34
6,9,7
5,2,33
5,9,8
4,1,32
4,2,31
4,9,9
4,10,10
4,11,11
3,2,30
3,9,14
3,10,13
3,11,12
2,2,29
2,9,15
2,10,16
1,2,28
1,4,25
1,9,18
1,10,17
0,2,27
0,3,26
0,4,24
0,5,23
0,6,22
0,7,21
0,8,20
0,9,19
